userID,itemID,genre,rating,date
277DA5,EDA56D,Zilin,3.0,2012-06
AD914D,EDA56D,Zilin,3.0,2012-06
7E2DC6,EDA56D,Zilin,1.0,2012-06
FBAAF1,EDA56D,Zilin,4.0,2012-06
655047,EDA56D,Zilin,4.0,2012-06
B23B0B,8770F6,Metal,4.0,2012-06
04107E,EDA56D,Zilin,4.0,2012-06
FA6873,EDA56D,Zilin,3.0,2012-06
BA53B5,EDA56D,Zilin,4.0,2012-06
597DD7,EDA56D,Zilin,4.0,2012-06
5C6D88,EDA56D,Zilin,4.0,2012-06
0F2F48,EDA56D,Zilin,4.0,2012-06
E4A992,153F34,Techno,5.0,2012-06
D7EFE9,BEE80E,Techno,4.0,2012-06
89BBD7,41A666,Zilin,4.0,2012-06
B4E312,4E8CC3,Zilin,4.0,2012-06
46030A,4E8CC3,Zilin,3.0,2012-06
4C74B3,4E8CC3,Zilin,4.0,2012-06
F7B142,4E8CC3,Zilin,4.0,2012-06
32F6C2,AD491B,Techno,4.0,2012-06
34F32F,9A406B,Techno,5.0,2012-06
9C4ADB,9A406B,Techno,4.0,2012-06
B4E312,17804D,Zilin,4.0,2012-06
01CB36,32CA35,Techno,5.0,2012-06
604E94,3F9F41,Zilin,4.0,2012-06
46030A,32CA35,Techno,5.0,2012-06
4C74B3,225598,Zilin,3.0,2012-06
38B9D2,153F34,Techno,4.0,2012-06
01CB36,D7FDB1,Techno,4.0,2012-06
85D4AE,65867F,Techno,3.0,2012-06
CD6AD6,E5A31E,Zilin,6.0,2012-06
C2C74A,D5CF2E,Metal,3.0,2012-06
D3FC2C,E80CD0,Zilin,1.0,2012-06
572903,583FCD,Zilin,4.0,2012-06
565355,A529CA,Techno,4.0,2012-06
46030A,019EC1,Techno,4.0,2012-06
B0399D,73728B,Classical,4.0,2012-06
BE58CA,0FA19C,Zilin,4.0,2012-06
BB0522,0FA19C,Zilin,4.0,2012-06
7C5128,54C572,Zilin,5.0,2012-06
ECC495,BEE80E,Techno,2.0,2012-06
E7E5B2,BEE80E,Techno,5.0,2012-06
01CB36,65867F,Techno,3.0,2012-06
46AC6C,EE44A4,Zilin,1.0,2012-06
21DE27,E8034E,Zilin,4.0,2012-06
07A1A5,30F5E7,Metal,5.0,2012-06
B49FE3,16B4CA,Metal,5.0,2012-06
3B0CC1,5D1C90,Folk,5.0,2012-06
9C2E57,BD097D,Metal,5.0,2012-06
01CB36,BD097D,Metal,2.0,2012-06
32F6C2,D696F4,Folk,5.0,2012-06
604E94,21F356,Folk,5.0,2012-06
CA738B,57F8DC,Metal,1.0,2012-06
AEDDD4,57F8DC,Metal,4.0,2012-06
46030A,71F2F1,Metal,5.0,2012-06
B4E312,71F2F1,Metal,5.0,2012-06
31827D,A781C0,Folk,5.0,2012-06
48EDC0,A781C0,Folk,5.0,2012-06
E7AE4E,A781C0,Folk,5.0,2012-06
BB1C01,A781C0,Folk,5.0,2012-06
798278,A781C0,Folk,5.0,2012-06
C2C74A,A781C0,Folk,3.0,2012-06
A42B47,A781C0,Folk,3.0,2012-06
13624C,A781C0,Folk,1.0,2012-06
4C74B3,7D8012,Zilin,3.0,2012-06
BB1C01,7D8012,Zilin,5.0,2012-06
D36D88,DA0C92,Zilin,4.0,2012-06
683E93,DA0C92,Zilin,5.0,2012-06
1BD9E3,DA0C92,Zilin,5.0,2012-06
46AC6C,A9E5C8,Metal,4.0,2012-06
34F32F,82250E,Zilin,4.0,2012-06
0D2484,628285,Zilin,5.0,2012-06
4C74B3,A9E5C8,Metal,4.0,2012-06
FA6873,BB31DB,Folk,4.0,2012-06
0CC04B,BB31DB,Folk,4.0,2012-06
E3AD74,A88B5D,Metal,4.0,2012-06
34F32F,A88B5D,Metal,4.0,2012-06
46AC6C,A52C64,Folk,5.0,2012-06
681595,A52C64,Folk,5.0,2012-06
4C370B,2F8A3F,Metal,2.0,2012-06
4DB996,2F8A3F,Metal,4.0,2012-06
56651E,2F8A3F,Metal,3.0,2012-06
56651E,2F8A3F,Metal,3.0,2012-06
FA6873,563AC1,Zilin,5.0,2012-06
AB1899,563AC1,Zilin,4.0,2012-06
46030A,1D45E0,Metal,5.0,2012-06
582251,FAB028,Folk,2.0,2012-06
0F2F48,FAB028,Folk,3.0,2012-06
0F2F48,FAB028,Folk,3.0,2012-06
BB1C01,FAB028,Folk,3.0,2012-06
683E93,A9E5C8,Metal,4.0,2012-06
BD733A,FAB028,Folk,1.0,2012-06
81BE5C,FA9505,Metal,4.0,2012-06
25EB20,18BD12,Zilin,1.0,2012-06
DCE68F,48D534,Metal,5.0,2012-06
B4E3EF,48D534,Metal,4.0,2012-06
81BE5C,48D534,Metal,4.0,2012-06
604E94,519E81,Folk,4.0,2012-06
FA6873,4F0082,Folk,5.0,2012-06
E8B915,141D5B,Folk,4.0,2012-06
3B0CC1,BD06DE,Metal,4.0,2012-06
3E2C57,BB31DB,Folk,5.0,2012-06
BE58CA,BB31DB,Folk,2.0,2012-06
2950A1,BB31DB,Folk,2.0,2012-06
7BDA6D,BB31DB,Folk,5.0,2012-06
01CB36,FA9505,Metal,3.0,2012-06
9F1102,DA0C92,Zilin,5.0,2012-06
F72748,1EC9B2,Zilin,4.0,2012-06
C2C74A,DA0C92,Zilin,4.0,2012-06
46AC6C,48829C,Zilin,2.0,2012-06
FA6873,48829C,Zilin,3.0,2012-06
684EBA,E93492,Zilin,3.0,2012-06
58DFE4,1CE758,Zilin,4.0,2012-06
BE58CA,1CE758,Zilin,3.0,2012-06
BB1C01,1CE758,Zilin,4.0,2012-06
565355,1CE758,Zilin,4.0,2012-06
BB1C01,181344,Zilin,2.0,2012-06
1BBC7E,6C584A,Country,5.0,2012-06
8E6186,4737D8,Zilin,3.0,2012-06
E0EDCB,4737D8,Zilin,3.0,2012-06
89BBD7,8429AE,Zilin,5.0,2012-06
BE58CA,8429AE,Zilin,5.0,2012-06
A0341B,1CE758,Zilin,4.0,2012-06
FA6873,8429AE,Zilin,3.0,2012-06
5B265D,8429AE,Zilin,2.0,2012-06
1BD9E3,8429AE,Zilin,4.0,2012-06
A9B7ED,8429AE,Zilin,3.0,2012-06
E29D92,8429AE,Zilin,5.0,2012-06
B32B05,6C584A,Country,4.0,2012-06
00AB0E,6C584A,Country,5.0,2012-06
34F32F,F5F46D,Metal,5.0,2012-06
49F4B2,C92F66,Metal,4.0,2012-06
565355,C92F66,Metal,4.0,2012-06
24F8D3,C92F66,Metal,3.0,2012-06
B3D976,9F14DC,Zilin,5.0,2012-06
BB1C01,D5CF2E,Metal,4.0,2012-06
604E94,4737D8,Zilin,2.0,2012-06
C2C74A,8429AE,Zilin,5.0,2012-06
C8981E,A52C64,Folk,5.0,2012-06
BE58CA,1E6F7B,Zilin,5.0,2012-06
58DFE4,1E6F7B,Zilin,5.0,2012-06
B429A9,1EC9B2,Zilin,4.0,2012-06
FA6873,1EC9B2,Zilin,3.0,2012-06
4C74B3,8FA9D7,Zilin,4.0,2012-06
4DB996,DA0C92,Zilin,4.0,2012-06
FA2EF0,7C57D8,Zilin,4.0,2012-06
FA6873,7C57D8,Zilin,5.0,2012-06
7477E2,7C57D8,Zilin,1.0,2012-06
7779BE,DA0C92,Zilin,5.0,2012-06
7779BE,DA0C92,Zilin,5.0,2012-06
FA6873,DA0C92,Zilin,4.0,2012-06
CD6AD6,1D893E,Zilin,5.0,2012-06
FBAAF1,DA0C92,Zilin,4.0,2012-06
2950A1,DA0C92,Zilin,4.0,2012-06
2950A1,1E6F7B,Zilin,4.0,2012-06
25157B,DA0C92,Zilin,5.0,2012-06
D93C3D,DA0C92,Zilin,5.0,2012-06
BE58CA,DA0C92,Zilin,5.0,2012-06
975A6D,1D893E,Zilin,5.0,2012-06
739659,1D893E,Zilin,5.0,2012-06
89BBD7,DA0C92,Zilin,4.0,2012-06
416F74,DA0C92,Zilin,5.0,2012-06
58DFE4,1D893E,Zilin,5.0,2012-06
81BE5C,1D893E,Zilin,5.0,2012-06
FA6873,A7C17B,Zilin,3.0,2012-06
E10085,DA0C92,Zilin,4.0,2012-06
FA6873,134DA3,Zilin,3.0,2012-06
604E94,1E6F7B,Zilin,4.0,2012-06
BB1C01,2F8B86,Zilin,4.0,2012-06
2BD2F9,DA0C92,Zilin,5.0,2012-06
01CB36,30F5E7,Metal,5.0,2012-06
604E94,7EF75E,Metal,3.0,2012-06
565355,E5FFDA,Folk,3.0,2012-06
1BD9E3,38C059,Techno,5.0,2012-06
817425,D55E56,Zilin,4.0,2012-06
3BFF16,49AA3E,Zilin,4.0,2012-06
BB1C01,7F7101,Metal,4.0,2012-06
565355,7F7101,Metal,5.0,2012-06
FA6873,7F7101,Metal,5.0,2012-06
A0DB92,7F7101,Metal,5.0,2012-06
BF9CA5,49AA3E,Zilin,2.0,2012-06
D7EFE9,49AA3E,Zilin,5.0,2012-06
344842,49AA3E,Zilin,5.0,2012-06
FE34DF,3480FF,Techno,1.0,2012-06
DB2A33,3480FF,Techno,5.0,2012-06
FA6873,49AA3E,Zilin,4.0,2012-06
D2092D,15208D,Zilin,5.0,2012-06
565355,6D9E8B,Rock,4.0,2012-06
A06544,15208D,Zilin,5.0,2012-06
168475,15208D,Zilin,5.0,2012-06
BB1C01,15208D,Zilin,4.0,2012-06
F3E1C8,49AA3E,Zilin,4.0,2012-06
7779BE,49AA3E,Zilin,5.0,2012-06
B51E5A,49AA3E,Zilin,3.0,2012-06
DADB7D,49AA3E,Zilin,5.0,2012-06
72D882,49AA3E,Zilin,4.0,2012-06
7B5818,49AA3E,Zilin,5.0,2012-06
F22B66,49AA3E,Zilin,5.0,2012-06
1F0F72,49AA3E,Zilin,5.0,2012-06
63CD10,49AA3E,Zilin,5.0,2012-06
E30E4E,E524F6,Techno,4.0,2012-06
361E33,49AA3E,Zilin,3.0,2012-06
103D17,49AA3E,Zilin,4.0,2012-06
46030A,4770B8,Techno,5.0,2012-06
19F3EE,30F5E7,Metal,5.0,2012-06
565355,30F5E7,Metal,5.0,2012-06
604E94,B08135,Techno,3.0,2012-06
1BD9E3,1B3906,Zilin,5.0,2012-06
56EE51,852A9B,Techno,2.0,2012-06
D3288C,852A9B,Techno,1.0,2012-06
5C6D88,852A9B,Techno,1.0,2012-06
BB1C01,852A9B,Techno,4.0,2012-06
584157,1B3906,Zilin,5.0,2012-06
FA6873,1B3906,Zilin,4.0,2012-06
78ED78,1B3906,Zilin,5.0,2012-06
46030A,E0BA7E,Zilin,4.0,2012-06
100ED5,F0BBB2,Metal,4.0,2012-06
BEEEF2,49AA3E,Zilin,3.0,2012-06
1BD9E3,F0BBB2,Metal,5.0,2012-06
B51E5A,D55E56,Zilin,5.0,2012-06
8E6186,49AA3E,Zilin,5.0,2012-06
58DFE4,BD0E9D,Techno,5.0,2012-06
FE34DF,3546F9,Techno,5.0,2012-06
46EDD8,49AA3E,Zilin,5.0,2012-06
DBC3A3,49AA3E,Zilin,5.0,2012-06
5C6D88,49AA3E,Zilin,5.0,2012-06
0BC9FE,49AA3E,Zilin,4.0,2012-06
2BD2F9,49AA3E,Zilin,4.0,2012-06
F80239,4770B8,Techno,4.0,2012-06
58DFE4,4770B8,Techno,5.0,2012-06
2C610B,4770B8,Techno,5.0,2012-06
CEA171,4770B8,Techno,5.0,2012-06
633A85,4FBE24,Zilin,2.0,2012-06
A8FD1A,49AA3E,Zilin,4.0,2012-06
BE58CA,8970DC,Techno,5.0,2012-06
565355,8970DC,Techno,5.0,2012-06
100ED5,2189CA,Techno,4.0,2012-06
837B1D,3AC8C9,Metal,5.0,2012-06
1AAB3A,3AC8C9,Metal,5.0,2012-06
25EB20,3AC8C9,Metal,3.0,2012-06
00AB0E,49AA3E,Zilin,2.0,2012-06
FDF78A,49AA3E,Zilin,5.0,2012-06
4B8FF5,49AA3E,Zilin,4.0,2012-06
7ED4A4,49AA3E,Zilin,5.0,2012-06
377AB9,2189CA,Techno,5.0,2012-06
46030A,2189CA,Techno,5.0,2012-06
4215B4,08E7F7,Zilin,5.0,2012-06
577D37,49AA3E,Zilin,4.0,2012-06
CEA171,92C4A2,Zilin,5.0,2012-06
19F3EE,2189CA,Techno,5.0,2012-06
582251,49AA3E,Zilin,3.0,2012-06
FA6873,92C4A2,Zilin,5.0,2012-06
34110B,49AA3E,Zilin,5.0,2012-06
4EC6E1,49AA3E,Zilin,3.0,2012-06
3E2E84,49AA3E,Zilin,5.0,2012-06
565355,419631,Techno,5.0,2012-06
46AC6C,419631,Techno,4.0,2012-06
63A355,C8030F,Techno,1.0,2012-06
21DE27,AC47E2,Techno,4.0,2012-06
604E94,3FBDC1,Techno,5.0,2012-06
19F3EE,3FBDC1,Techno,4.0,2012-06
3B0CC1,4F5956,Techno,5.0,2012-06
D3A2AE,C8F826,Techno,5.0,2012-06
46030A,1936D1,Techno,1.0,2012-06
AD914D,49AA3E,Zilin,5.0,2012-06
CEA171,563AC1,Zilin,6.0,2012-06
25EB20,49AA3E,Zilin,4.0,2012-06
BF9F05,49AA3E,Zilin,5.0,2012-06
7475B2,8970DC,Techno,5.0,2012-06
597DD7,49AA3E,Zilin,4.0,2012-06
C2C74A,49AA3E,Zilin,5.0,2012-06
B5DDB5,49AA3E,Zilin,5.0,2012-06
BE58CA,49AA3E,Zilin,3.0,2012-06
3BF98C,49AA3E,Zilin,2.0,2012-06
19F3EE,DA6829,Techno,5.0,2012-06
B65DAC,49AA3E,Zilin,4.0,2012-06
01CB36,7E43D5,Techno,5.0,2012-06
7683CC,2C8F98,Metal,5.0,2012-06
0BC9FE,2C8F98,Metal,3.0,2012-06
5C6D88,2C8F98,Metal,4.0,2012-06
349A6C,2C8F98,Metal,4.0,2012-06
798278,49AA3E,Zilin,3.0,2012-06
FA6873,2C8F98,Metal,2.0,2012-06
A0650B,2C8F98,Metal,5.0,2012-06
BB1C01,2C8F98,Metal,3.0,2012-06
81BE5C,2C8F98,Metal,4.0,2012-06
DE6450,49AA3E,Zilin,3.0,2012-06
ECF18A,49AA3E,Zilin,5.0,2012-06
611BD6,49AA3E,Zilin,5.0,2012-06
B3D976,BF380B,Techno,5.0,2012-06
65B44B,49AA3E,Zilin,5.0,2012-06
E03EEB,49AA3E,Zilin,3.0,2012-06
11DC2C,49AA3E,Zilin,5.0,2012-06
9CB1B4,49AA3E,Zilin,5.0,2012-06
BB1C01,C350F6,Techno,2.0,2012-06
FA6873,08E7F7,Zilin,5.0,2012-06
A0DB92,2C8F98,Metal,3.0,2012-06
F80239,EE44A4,Zilin,3.0,2012-06
19C570,9F14DC,Zilin,4.0,2012-06
FBAAF1,EE44A4,Zilin,5.0,2012-06
BB1C01,E80A0B,Techno,5.0,2012-06
597DD7,E80A0B,Techno,3.0,2012-06
9523D6,E80A0B,Techno,4.0,2012-06
FDEF39,E80A0B,Techno,4.0,2012-06
AFA6B6,E80A0B,Techno,3.0,2012-06
81FBA8,E80A0B,Techno,4.0,2012-06
F20B3A,E80A0B,Techno,4.0,2012-06
B51E5A,E80A0B,Techno,4.0,2012-06
7779BE,E80A0B,Techno,3.0,2012-06
7779BE,E80A0B,Techno,3.0,2012-06
F3E1C8,E80A0B,Techno,3.0,2012-06
FA6873,E80A0B,Techno,3.0,2012-06
386722,E80A0B,Techno,3.0,2012-06
798278,E80A0B,Techno,4.0,2012-06
49F4B2,E80A0B,Techno,2.0,2012-06
488E15,E80A0B,Techno,5.0,2012-06
344842,E80A0B,Techno,4.0,2012-06
74116D,E80A0B,Techno,3.0,2012-06
05EC28,E80A0B,Techno,3.0,2012-06
D2092D,E80A0B,Techno,5.0,2012-06
82F58C,E80A0B,Techno,2.0,2012-06
6D18B2,E80A0B,Techno,2.0,2012-06
359F39,E80A0B,Techno,4.0,2012-06
65FC34,E80A0B,Techno,4.0,2012-06
5C6D88,E80A0B,Techno,2.0,2012-06
633A85,E80A0B,Techno,3.0,2012-06
D6E11F,E80A0B,Techno,4.0,2012-06
42AA4E,0F9668,Zilin,5.0,2012-06
B3D976,0F9668,Zilin,2.0,2012-06
A9B60E,0F9668,Zilin,2.0,2012-06
F036A1,C89707,Techno,5.0,2012-06
FA6873,C89707,Techno,4.0,2012-06
BB1C01,C89707,Techno,4.0,2012-06
7A1F0F,6C47ED,Hip-hop,5.0,2012-06
68CB7D,7D404D,Zilin,4.0,2012-06
6DB165,7D404D,Zilin,3.0,2012-06
00AB0E,D4EB14,Classical,4.0,2012-06
739659,D4EB14,Classical,4.0,2012-06
E3749D,E80A0B,Techno,5.0,2012-06
EDBCD9,E80A0B,Techno,3.0,2012-06
148EAA,E80A0B,Techno,3.0,2012-06
C8981E,E80A0B,Techno,5.0,2012-06
708CF7,E80A0B,Techno,3.0,2012-06
708CF7,E80A0B,Techno,3.0,2012-06
A194BF,E80A0B,Techno,3.0,2012-06
F698F6,E80A0B,Techno,4.0,2012-06
12C4CC,E80A0B,Techno,5.0,2012-06
B97F59,E80A0B,Techno,3.0,2012-06
63C7C9,E80A0B,Techno,5.0,2012-06
EBE501,E80A0B,Techno,5.0,2012-06
00AB0E,E80A0B,Techno,2.0,2012-06
795366,E80A0B,Techno,2.0,2012-06
A9B7ED,E80A0B,Techno,4.0,2012-06
64FA02,E80A0B,Techno,2.0,2012-06
78ED78,A98F69,Zilin,5.0,2012-06
89BBD7,534D7F,Zilin,4.0,2012-06
4C74B3,61AE1B,Techno,4.0,2012-06
6DB165,95AE52,Techno,4.0,2012-06
A15F5B,457E35,Zilin,4.0,2012-06
D93CEA,FE114A,Techno,3.0,2012-06
6F345D,612512,Techno,5.0,2012-06
6A24D2,1A8997,Classical,4.0,2012-06
9CB1B4,D3663F,Zilin,5.0,2012-06
6DB165,D3663F,Zilin,4.0,2012-06
9CB1B4,E25163,Techno,4.0,2012-06
58DFE4,DD769D,Metal,5.0,2012-06
AE00A6,F5EC1F,Zilin,4.0,2012-06
2950A1,F5EC1F,Zilin,4.0,2012-06
89BBD7,F5EC1F,Zilin,5.0,2012-06
89BBD7,E16BA5,Metal,3.0,2012-06
CDBC5A,0A583A,Zilin,4.0,2012-06
42AA4E,534A72,Techno,3.0,2012-06
F72748,534A72,Techno,5.0,2012-06
38B9D2,534A72,Techno,4.0,2012-06
998D6F,534A72,Techno,5.0,2012-06
6DF8E1,534A72,Techno,1.0,2012-06
89BBD7,894B7F,Zilin,2.0,2012-06
B4E312,176E41,Zilin,5.0,2012-06
34F32F,398311,Techno,5.0,2012-06
34F32F,7A7A06,Techno,5.0,2012-06
46030A,176E41,Zilin,4.0,2012-06
DBC3A3,E80A0B,Techno,4.0,2012-06
13624C,E80A0B,Techno,5.0,2012-06
0FF7E6,E80A0B,Techno,2.0,2012-06
46030A,5A2BB5,Techno,3.0,2012-06
6DF8E1,E80A0B,Techno,4.0,2012-06
FA6873,14F483,Zilin,5.0,2012-06
AEDDD4,14F483,Zilin,5.0,2012-06
46AC6C,14F483,Zilin,5.0,2012-06
D93CEA,998A00,Hip-hop,3.0,2012-06
46AC6C,C2060D,Zilin,4.0,2012-06
739659,97D22D,Indie rock,4.0,2012-06
19F3EE,5DAD79,Zilin,4.0,2012-06
46030A,942A4D,Zilin,4.0,2012-06
4C74B3,D55812,Indie rock,4.0,2012-06
34F32F,18A455,Techno,4.0,2012-06
6DB165,01AC1C,Techno,3.0,2012-06
550FD8,ECC540,Indie rock,5.0,2012-06
0E2992,ECC540,Indie rock,5.0,2012-06
0D2484,CE1F2D,Indie rock,5.0,2012-06
59CA39,CB7E1D,Techno,4.0,2012-06
7266AE,CB7E1D,Techno,4.0,2012-06
B04767,E181D4,Techno,5.0,2012-06
7A1F0F,8D498D,Techno,5.0,2012-06
19F3EE,9A591B,Techno,5.0,2012-06
739659,D55812,Indie rock,5.0,2012-06
9CB1B4,219FEA,Hip-hop,5.0,2012-06
46AC6C,6C47ED,Hip-hop,4.0,2012-06
0B790F,E36DAD,Zilin,4.0,2012-06
BB1C01,18725A,Rock,4.0,2012-06
7477E2,18725A,Rock,4.0,2012-06
BFDA8F,18725A,Rock,2.0,2012-06
46030A,18725A,Rock,4.0,2012-06
6A5276,088131,Zilin,4.0,2012-06
CD6AD6,F60993,Zilin,5.0,2012-06
0BEFE5,F60993,Zilin,4.0,2012-06
739659,F60993,Zilin,5.0,2012-06
46030A,70B7EB,Zilin,3.0,2012-06
46AC6C,F60993,Zilin,5.0,2012-06
01CB36,24E22A,Rock,5.0,2012-06
FA6873,F60993,Zilin,5.0,2012-06
BE58CA,F60993,Zilin,4.0,2012-06
89BBD7,F60993,Zilin,3.0,2012-06
CD6AD6,0F9668,Zilin,5.0,2012-06
8D6E13,F60993,Zilin,1.0,2012-06
D36D88,0F9668,Zilin,4.0,2012-06
682077,F60993,Zilin,3.0,2012-06
63A355,0F9668,Zilin,5.0,2012-06
FA6873,63A75D,Rock,4.0,2012-06
6A5276,EF303E,Zilin,5.0,2012-06
FA6873,D5E4F0,Rock,2.0,2012-06
01CB36,EF303E,Zilin,5.0,2012-06
C2C74A,6CF799,Classical,5.0,2012-06
25EB20,EF303E,Zilin,5.0,2012-06
BB1C01,75AB8D,Rock,4.0,2012-06
D36D88,6CF799,Classical,5.0,2012-06
46030A,6D9E8B,Rock,4.0,2012-06
B3D976,683A6E,Zilin,5.0,2012-06
FCF530,683A6E,Zilin,5.0,2012-06
00AB0E,6CF799,Classical,4.0,2012-06
25EB20,683A6E,Zilin,1.0,2012-06
64A61B,21C5B3,Zilin,5.0,2012-06
604E94,21C5B3,Zilin,5.0,2012-06
FA6873,21C5B3,Zilin,4.0,2012-06
2376E2,6CF799,Classical,5.0,2012-06
8D1BEA,21C5B3,Zilin,5.0,2012-06
DB2A33,24DD7A,Hip-hop,5.0,2012-06
46030A,21C5B3,Zilin,4.0,2012-06
6A5276,8B9F22,Hip-hop,5.0,2012-06
604E94,D14E40,Zilin,4.0,2012-06
14205F,D14E40,Zilin,3.0,2012-06
56651E,D14E40,Zilin,2.0,2012-06
565355,6CF799,Classical,5.0,2012-06
6A5276,6CF799,Classical,4.0,2012-06
B0399D,FD151B,Rock,2.0,2012-06
BB1C01,FD151B,Rock,3.0,2012-06
46030A,FD151B,Rock,1.0,2012-06
FA6873,6CF799,Classical,5.0,2012-06
100ED5,783D28,Rock,5.0,2012-06
71BECA,6CF799,Classical,5.0,2012-06
0D2484,EF303E,Zilin,5.0,2012-06
90EA39,EF303E,Zilin,4.0,2012-06
CEA171,0F9668,Zilin,5.0,2012-06
F599D4,6C47ED,Hip-hop,5.0,2012-06
F599D4,6C47ED,Hip-hop,5.0,2012-06
EC6B9B,0F9668,Zilin,5.0,2012-06
FFEA8C,0F9668,Zilin,5.0,2012-06
FA1942,0F9668,Zilin,4.0,2012-06
9CB1B4,6C47ED,Hip-hop,4.0,2012-06
9177C8,0F9668,Zilin,4.0,2012-06
FA6873,E11AA7,Zilin,4.0,2012-06
2376E2,0F9668,Zilin,4.0,2012-06
478520,0F9668,Zilin,5.0,2012-06
FB1E32,96F048,Techno,5.0,2012-06
89BBD7,96F048,Techno,4.0,2012-06
7779BE,96F048,Techno,5.0,2012-06
BB1C01,96F048,Techno,3.0,2012-06
11A2A2,96F048,Techno,5.0,2012-06
7477E2,96F048,Techno,4.0,2012-06
BFDA8F,96F048,Techno,4.0,2012-06
7B52F0,6EF85B,Zilin,2.0,2012-06
565355,6C47ED,Hip-hop,4.0,2012-06
B79674,6C47ED,Hip-hop,4.0,2012-06
FA6873,0FAD54,Zilin,3.0,2012-06
0BEFE5,E36DAD,Zilin,5.0,2012-06
46030A,E36DAD,Zilin,4.0,2012-06
81BE5C,6C47ED,Hip-hop,5.0,2012-06
BB1C01,32555A,Rock,4.0,2012-06
BE58CA,6C47ED,Hip-hop,5.0,2012-06
56651E,0F9668,Zilin,4.0,2012-06
01CB36,F80E62,Rock,4.0,2012-06
FA6873,F80E62,Rock,4.0,2012-06
FA6873,CDE883,Rock,4.0,2012-06
85D4AE,EF303E,Zilin,5.0,2012-06
1B6B8C,7733EC,Zilin,4.0,2012-06
1C6F22,CDE883,Rock,3.0,2012-06
00AB0E,7733EC,Zilin,4.0,2012-06
FBAAF1,0F9668,Zilin,3.0,2012-06
FA6873,ECE7AC,Rock,5.0,2012-06
FA6873,212B4C,Rock,3.0,2012-06
E54C06,212B4C,Rock,5.0,2012-06
FA6873,E36DAD,Zilin,4.0,2012-06
5C6D88,212B4C,Rock,5.0,2012-06
0BC9FE,212B4C,Rock,1.0,2012-06
B32B05,6C47ED,Hip-hop,4.0,2012-06
5469FB,F78512,Rock,4.0,2012-06
4C74B3,F78512,Rock,4.0,2012-06
E6B2B4,6C47ED,Hip-hop,5.0,2012-06
58DFE4,6C47ED,Hip-hop,3.0,2012-06
C2C74A,0F9668,Zilin,4.0,2012-06
FA6873,0F9668,Zilin,1.0,2012-06
458461,0F9668,Zilin,5.0,2012-06
BE58CA,0F9668,Zilin,4.0,2012-06
81BE5C,32555A,Rock,5.0,2012-06
A0341B,0F9668,Zilin,5.0,2012-06
59F219,534A72,Techno,4.0,2012-06
7DF663,E80A0B,Techno,5.0,2012-06
058169,534A72,Techno,4.0,2012-06
FA6873,A12FF2,Zilin,4.0,2012-06
89BBD7,931D5D,Techno,2.0,2012-06
515DBB,9AE48B,Techno,3.0,2012-06
38B9D2,9C7BD5,Zilin,3.0,2012-06
D2092D,645628,Zilin,5.0,2012-06
A488EE,9AE48B,Techno,3.0,2012-06
64FA02,9AE48B,Techno,4.0,2012-06
633A85,351F20,Zilin,3.0,2012-06
BFDA8F,3EB428,Zilin,4.0,2012-06
FA6873,25BA06,Zilin,4.0,2012-06
46030A,0FA5CA,Techno,4.0,2012-06
7A1F0F,A4BD30,Techno,4.0,2012-06
9CB1B4,60D4EF,Zilin,5.0,2012-06
100ED5,6B882E,Zilin,4.0,2012-06
1D5408,034702,Zilin,4.0,2012-06
FA6873,3EB428,Zilin,4.0,2012-06
FA6873,978A97,Zilin,4.0,2012-06
46030A,6CE372,Zilin,5.0,2012-06
46030A,A072B7,Zilin,3.0,2012-06
627B14,25BA06,Zilin,5.0,2012-06
9CB1B4,EA54E0,Techno,5.0,2012-06
CCDAA0,E8B7F7,Techno,4.0,2012-06
40FE9A,60D4EF,Zilin,3.0,2012-06
9C4ADB,285170,Classical,4.0,2012-06
739659,C2CB34,Techno,4.0,2012-06
3A841D,9AE48B,Techno,4.0,2012-06
FA6DA5,F7B043,Electronic,5.0,2012-06
40FE9A,22E3B0,Zilin,4.0,2012-06
46030A,B35C57,Techno,4.0,2012-06
0BEFE5,6B882E,Zilin,5.0,2012-06
B32B05,1B7CF3,Zilin,4.0,2012-06
19F3EE,0CE662,Zilin,5.0,2012-06
46030A,4EC9E2,Zilin,3.0,2012-06
965BE7,9C7BD5,Zilin,5.0,2012-06
21DE27,645628,Zilin,5.0,2012-06
D93CEA,ED92AF,Hip-hop,5.0,2012-06
B32B05,9C7BD5,Zilin,5.0,2012-06
FA6873,0BEBF7,Zilin,2.0,2012-06
BE58CA,645628,Zilin,3.0,2012-06
5FA095,4C007C,Techno,5.0,2012-06
46030A,94C523,Zilin,5.0,2012-06
BFDA8F,645628,Zilin,4.0,2012-06
79346C,645628,Zilin,6.0,2012-06
E0EDCB,402FFD,Indie rock,5.0,2012-06
0B790F,A12FF2,Zilin,6.0,2012-06
565355,9AE48B,Techno,4.0,2012-06
46030A,C0DA20,Zilin,4.0,2012-06
B4E312,9AE48B,Techno,4.0,2012-06
55B3FD,9AE48B,Techno,4.0,2012-06
633A85,054D41,Zilin,3.0,2012-06
89BBD7,116070,Metal,4.0,2012-06
46030A,49444C,Techno,1.0,2012-06
1F05CA,22E3B0,Zilin,5.0,2012-06
46030A,E8B7F7,Techno,5.0,2012-06
87E35D,054D41,Zilin,5.0,2012-06
5FA095,D3AE88,Techno,4.0,2012-06
FA6873,E640BA,Zilin,1.0,2012-06
